26406.880,40805.280,25419.040,46855.230,25346.850,43654.110,24782.230,27422.580,0.000
101567.600,156877.100,97728.820,180072.100,97519.730,167814.200,95339.640,105453.000,0.000
187324.000,289161.700,180140.200,331749.800,179915.500,309287.700,175902.900,194451.400,0.000
246976.600,381010.500,237350.800,436873.400,237266.900,407479.300,232037.200,256341.800,0.000
277673.700,428136.300,266691.300,490614.800,266801.900,457803.800,261024.100,288183.000,0.000
278499.900,429180.700,267325.700,491470.800,267636.800,458804.500,261950.300,289008.800,0.000
255072.500,392846.100,244672.100,449483.100,245155.800,419817.100,240055.500,264654.100,0.000
225394.600,346931.600,216046.300,396613.200,216647.900,370630.500,212238.500,233830.800,0.000
207379.900,319065.400,198666.200,364577.000,199330.800,340821.800,195330.100,215137.400,0.000
202478.100,311449.600,193907.700,355841.600,194611.600,332711.000,190706.500,210056.600,0.000
197981.300,304451.000,189535.800,347807.800,190289.300,325248.000,186452.500,205383.400,0.000
185184.200,284647.500,177184.200,325060.300,177995.700,304062.400,174403.400,192088.400,0.000
169596.400,260563.600,162164.800,297417.700,163016.600,278300.700,159734.900,175905.800,0.000
161394.200,247903.600,154265.000,282919.800,155128.100,264781.100,151999.500,167399.400,0.000
160914.500,247166.700,153795.200,282109.400,154660.100,264022.100,151513.600,166906.300,0.000
158822.000,243927.900,151765.300,278401.800,152648.500,260576.600,149518.800,164728.500,0.000
149195.200,229058.500,142487.600,261329.900,143401.600,244678.900,140457.600,154724.300,0.000
136906.300,210099.600,130663.100,239580.800,131594.700,224406.400,128900.500,141965.200,0.000
130123.800,199659.200,124150.400,227637.300,125074.900,213254.500,122512.200,134934.500,0.000
129308.700,198428.600,123380.100,226271.300,124289.000,211956.800,121725.200,134099.100,0.000
127479.300,195614.300,121624.300,223073.400,122533.600,208960.800,119991.200,132204.300,0.000
120133.900,184277.700,114558.400,210081.100,115480.800,196842.200,113085.200,124580.700,0.000
110765.800,169833.500,105555.100,193523.800,106480.700,181397.900,104281.000,114860.000,0.000
105330.200,161477.900,100345.100,183963.800,101253.300,172470.000,99162.620,109222.600,0.000
104218.900,159797.700,99295.050,182066.100,100179.500,170683.200,98098.810,108072.100,0.000
102467.900,157113.400,97620.300,179009.000,98496.090,167820.600,96439.420,106259.200,0.000
96848.420,148447.500,92219.940,169084.100,93099.660,158557.600,91156.930,100433.800,0.000
89743.670,137497.300,85398.180,156544.000,86274.460,146849.200,84481.840,93066.090,0.000
85272.360,130626.200,81119.630,148692.800,81975.360,139502.000,80272.280,88427.260,0.000
83768.380,128338.700,79696.730,146100.900,80527.090,137058.400,78844.250,86864.330,0.000
81944.100,125544.800,77957.430,142922.000,78776.000,134082.500,77123.290,84970.480,0.000
77632.670,118904.300,73821.080,135323.400,74639.160,126999.100,73076.340,80499.090,0.000
72310.420,110713.100,68717.770,125942.200,69529.440,118251.700,68078.120,74979.290,0.000
68585.050,105000.600,65158.110,119405.800,65949.620,112143.600,64570.510,71115.020,0.000
66729.850,102174.900,63397.620,116184.800,64165.230,109118.200,62815.480,69191.910,0.000
64806.340,99229.650,61563.290,112828.200,62317.610,105971.400,61001.760,67200.690,0.000
61505.500,94148.140,58398.760,107021.000,59149.080,100546.400,57902.830,63780.750,0.000
57587.610,88117.930,54643.870,100125.800,55387.880,94107.880,54227.550,59719.820,0.000
54460.880,83319.600,51656.050,94642.160,52384.660,88981.360,51289.110,56477.730,0.000
52339.540,80077.270,49636.680,90941.450,50345.940,85514.270,49288.640,54274.990,0.000
50333.800,77005.200,47723.330,87436.980,48419.780,82235.360,47400.760,52192.360,0.000
47808.250,73121.850,45305.750,83003.070,45994.750,78092.650,45029.450,49572.540,0.000
44982.680,68775.930,42601.040,78037.410,43278.850,73449.100,42373.450,46640.400,0.000
42348.270,64732.030,40084.350,73415.910,40743.290,69121.020,39890.430,43903.370,0.000
40063.230,61231.650,37904.880,69416.550,38542.230,65374.650,37732.080,41527.980,0.000
38017.180,58096.540,35951.350,65837.740,36572.570,62028.630,35800.970,39404.700,0.000
36079.060,55123.170,34098.640,62447.210,34708.700,58858.900,33974.770,37398.210,0.000
34078.630,52053.030,32187.780,58948.430,32786.220,55578.670,32091.770,35328.990,0.000
31840.530,48618.490,30051.960,55032.270,30635.770,51902.110,29987.230,33011.240,0.000
29476.970,44991.810,27796.280,50893.820,28364.360,48020.510,27766.880,30561.070,0.000
27430.960,41851.020,25842.260,47313.690,26397.810,44668.110,25846.340,28441.080,0.000
25935.460,39554.980,24414.820,44704.350,24959.910,42225.700,24441.530,26891.940,0.000
24558.650,37443.340,23102.520,42302.680,23635.760,39976.180,23144.840,25463.600,0.000
22662.590,34536.650,21293.440,38980.780,21812.000,36866.120,21357.290,23493.990,0.000
20312.590,30933.110,19048.740,34856.860,19550.840,33005.030,19143.130,21053.390,0.000
18312.100,27863.960,17137.920,31355.530,17625.610,29724.780,17260.660,18980.280,0.000
17139.020,26065.200,16020.800,29321.660,16495.930,27814.560,16155.980,17768.660,0.000
16206.090,24635.790,15134.640,27709.440,15597.240,26298.340,15274.200,16802.960,0.000
14590.240,22155.700,13593.310,24881.520,14043.350,23649.210,13750.530,15124.200,0.000
12322.520,18672.450,11426.380,20896.880,11864.130,19921.110,11618.050,12769.560,0.000
10414.940,15741.920,9604.263,17551.490,10031.010,16788.880,9827.285,10793.200,0.000
9488.983,14323.020,8724.543,15946.460,9140.162,15277.830,8955.343,9835.749,0.000
8875.846,13387.320,8145.050,14892.670,8548.927,14279.880,8370.583,9198.064,0.000
7497.744,11272.140,6829.534,12478.070,7221.788,12013.830,7064.431,7761.619,0.000
5358.174,7982.881,4782.348,8714.499,5162.451,8490.476,5045.024,5534.591,0.000
3563.540,5225.853,3067.425,5567.375,3435.735,5543.409,3354.845,3671.458,0.000
2807.998,4072.073,2352.124,4264.781,2709.047,4316.622,2645.071,2891.445,0.000
2404.038,3460.133,1974.043,3582.883,2320.589,3668.708,2266.302,2474.794,0.000
1221.583,1646.506,845.856,1517.292,1183.624,1731.515,1154.405,1246.155,0.000
-756.894,-1392.407,-1046.942,-1957.835,-717.736,-1517.612,-705.901,-808.456,0.000
-2417.133,-3936.614,-2632.047,-4864.690,-2311.519,-4233.009,-2265.791,-2528.921,0.000
-3049.246,-4893.894,-3228.081,-5949.363,-2917.039,-5250.632,-2859.747,-3181.669,0.000
-3316.601,-5293.065,-3474.729,-6392.666,-3172.802,-5674.338,-3110.777,-3456.873,0.000
-4327.894,-6846.077,-4437.789,-8157.553,-4143.585,-7332.745,-4058.951,-4503.833,0.000
-6117.696,-9600.875,-6148.301,-11299.590,-5862.873,-10275.940,-5738.166,-6358.463,0.000
-7627.110,-11920.430,-7588.195,-13941.910,-7313.481,-12749.490,-7155.530,-7922.004,0.000
-8171.502,-12749.110,-8100.207,-14875.220,-7837.385,-13625.780,-7668.557,-8484.836,0.000
-8359.385,-13028.020,-8270.720,-15181.290,-8018.404,-13917.140,-7846.919,-8678.478,0.000
-9224.921,-14353.550,-9094.034,-16691.240,-8849.782,-15334.160,-8660.433,-9575.391,0.000
-10814.400,-16795.160,-10612.750,-19482.000,-10376.980,-17949.450,-10153.380,-11223.590,0.000
-12165.140,-18867.380,-11901.100,-21845.720,-11675.700,-20167.690,-11422.570,-12623.610,0.000
-12645.810,-19596.620,-12352.540,-22666.700,-12139.330,-20946.820,-11876.950,-13121.510,0.000
-12793.270,-19812.570,-12484.590,-22902.640,-12282.610,-21176.380,-12020.010,-13274.950,0.000
-13535.370,-20948.190,-13190.120,-24198.300,-12996.400,-22389.590,-12720.610,-14044.810,0.000
-14925.100,-23083.350,-14518.400,-26640.310,-14332.510,-24672.170,-14028.510,-15485.390,0.000
-16116.810,-24911.930,-15655.600,-28727.280,-15479.050,-26624.790,-15150.060,-16719.820,0.000
-16548.610,-25568.010,-16061.560,-29467.290,-15895.750,-27321.860,-15557.450,-17164.850,0.000
-16680.770,-25765.990,-16180.170,-29679.180,-16023.750,-27528.150,-15681.030,-17297.530,0.000
-17318.790,-26749.360,-16786.750,-30789.980,-16637.290,-28574.760,-16278.220,-17957.700,0.000
-18515.580,-28593.220,-17930.350,-32890.500,-17788.390,-30545.310,-17402.100,-19202.770,0.000
-19552.970,-30186.870,-18919.590,-34705.600,-18786.660,-32250.270,-18376.960,-20282.280,0.000
-19950.740,-30790.580,-19292.700,-35384.040,-19169.880,-32896.380,-18750.780,-20695.040,0.000
-20088.560,-30992.270,-19416.310,-35602.910,-19302.590,-33110.260,-18882.300,-20837.220,0.000
-20638.630,-31830.440,-19938.100,-36556.870,-19830.860,-34003.040,-19403.360,-21407.520,0.000
-21651.890,-33383.100,-20905.770,-38334.000,-20804.450,-35662.410,-20359.790,-22458.390,0.000
-22540.010,-34743.640,-21752.880,-39888.400,-21658.410,-37116.940,-21197.940,-23379.060,0.000
-22903.950,-35296.680,-22094.980,-40512.210,-22008.890,-37705.960,-21543.950,-23756.430,0.000
-23046.240,-35509.380,-22223.460,-40745.930,-22145.420,-37930.460,-21680.470,-23904.680,0.000
-23514.160,-36226.560,-22665.680,-41560.990,-22593.600,-38696.950,-22119.700,-24390.830,0.000
-24359.150,-37524.790,-23470.320,-43042.290,-23403.740,-40088.270,-22911.120,-25266.760,0.000
-25113.400,-38680.960,-24187.540,-44358.160,-24126.990,-41326.660,-23616.630,-26046.430,0.000
-25451.530,-39193.070,-24504.580,-44935.430,-24451.340,-41875.200,-23932.210,-26394.800,0.000
-25606.160,-39421.600,-24645.830,-45189.970,-24599.890,-42120.950,-24077.480,-26554.000,0.000
-26007.210,-40032.160,-25025.000,-45884.610,-24984.590,-42775.050,-24455.300,-26968.110,0.000
-26698.940,-41092.970,-25683.110,-47095.390,-25647.980,-43910.120,-25105.990,-27683.310,0.000
-27324.600,-42053.980,-26277.100,-48187.610,-26248.260,-44935.810,-25695.080,-28331.400,0.000
-27633.640,-42527.750,-26566.610,-48717.150,-26545.880,-45439.670,-25988.530,-28654.040,0.000
-27797.200,-42777.010,-26717.050,-48990.230,-26704.810,-45703.500,-26145.120,-28827.310,0.000
-28138.330,-43300.550,-27039.810,-49581.600,-27034.880,-46259.810,-26467.130,-29183.400,0.000
-28695.100,-44156.250,-27570.410,-50556.480,-27573.190,-47171.920,-26992.620,-29761.070,0.000
-29206.800,-44941.170,-28057.080,-51449.520,-28068.270,-48009.170,-27477.210,-30290.330,0.000
-29485.790,-45365.490,-28318.830,-51928.170,-28339.220,-48465.770,-27744.140,-30579.120,0.000
-29651.220,-45614.360,-28471.570,-52207.070,-28500.430,-48739.020,-27903.600,-30752.920,0.000
-29937.040,-46050.290,-28741.140,-52701.990,-28775.720,-49209.650,-28173.420,-31053.230,0.000
-30375.510,-46721.590,-29156.730,-53467.930,-29195.860,-49928.160,-28585.170,-31511.710,0.000
-30784.980,-47347.390,-29543.250,-54182.380,-29587.040,-50595.250,-28970.040,-31938.290,0.000
-31032.210,-47722.730,-29773.590,-54609.320,-29823.040,-50994.130,-29204.050,-32194.970,0.000
-31195.980,-47971.160,-29924.900,-54887.890,-29979.850,-51256.120,-29359.180,-32363.530,0.000
-31434.580,-48338.020,-30149.350,-55297.940,-30208.080,-51641.720,-29581.800,-32608.290,0.000
-31773.130,-48859.130,-30469.240,-55883.740,-30531.800,-52193.830,-29896.980,-32956.750,0.000
-32096.590,-49355.040,-30774.210,-56442.590,-30841.640,-52723.370,-30199.140,-33289.860,0.000
-32315.730,-49687.630,-30979.180,-56817.930,-31052.960,-53082.670,-30406.680,-33516.050,0.000
-32472.710,-49923.690,-31125.160,-57085.680,-31205.400,-53339.650,-30557.020,-33679.260,0.000
-32664.510,-50214.790,-31305.280,-57416.840,-31390.590,-53652.320,-30737.390,-33878.900,0.000
-32912.890,-50593.290,-31539.080,-57847.820,-31629.460,-54056.750,-30968.580,-34136.680,0.000
-33156.560,-50964.360,-31767.840,-58268.990,-31863.670,-54452.060,-31195.610,-34388.890,0.000
-33343.620,-51246.450,-31941.820,-58588.080,-32044.190,-54753.600,-31373.240,-34584.010,0.000
-33490.570,-51465.160,-32077.370,-58835.700,-32186.310,-54990.040,-31515.460,-34738.220,0.000
-33644.900,-51696.730,-32221.040,-59097.390,-32334.500,-55239.230,-31662.620,-34897.630,0.000
-33822.730,-51965.610,-32387.540,-59400.610,-32504.360,-55526.700,-31828.760,-35079.950,0.000
-34002.090,-52237.640,-32555.730,-59706.550,-32674.960,-55816.390,-31992.920,-35263.200,0.000
-34157.730,-52473.820,-32701.210,-59971.400,-32822.820,-56067.240,-32133.710,-35420.970,0.000
-34286.600,-52669.540,-32821.140,-60190.360,-32945.420,-56273.360,-32250.800,-35550.820,0.000
-34399.760,-52842.660,-32926.700,-60383.980,-33053.510,-56454.240,-32355.570,-35667.010,0.000
-34509.370,-53010.710,-33029.050,-60573.070,-33159.580,-56632.320,-32461.570,-35784.390,0.000
-34625.250,-53188.530,-33137.800,-60773.550,-33272.690,-56823.160,-32576.690,-35910.040,0.000
-34745.110,-53370.780,-33249.920,-60980.270,-33389.690,-57020.830,-32694.720,-36038.090,0.000
-34851.800,-53530.700,-33348.600,-61163.520,-33493.300,-57193.610,-32797.690,-36149.630,0.000
-34930.670,-53648.850,-33420.990,-61297.380,-33569.700,-57318.850,-32872.930,-36230.430,0.000
-34991.080,-53739.970,-33476.360,-61396.710,-33628.990,-57416.100,-32930.290,-36292.510,0.000
-35060.640,-53846.280,-33541.470,-61511.380,-33697.130,-57527.910,-32994.560,-36364.430,0.000
-35149.980,-53984.340,-33626.020,-61661.110,-33784.350,-57672.020,-33077.970,-36457.660,0.000
-35234.980,-54117.160,-33706.490,-61803.100,-33868.140,-57812.570,-33160.240,-36547.110,0.000
-35282.930,-54193.710,-33751.360,-61880.780,-33916.780,-57894.420,-33209.380,-36597.430,0.000
-35297.000,-54216.080,-33762.420,-61900.430,-33932.730,-57921.210,-33227.710,-36611.520,0.000
-35317.630,-54246.820,-33778.580,-61933.980,-33953.790,-57958.980,-33251.350,-36631.280,0.000
-35368.130,-54323.320,-33822.560,-62021.370,-34002.050,-58044.070,-33299.600,-36682.010,0.000
-35422.040,-54405.940,-33870.000,-62113.610,-34052.700,-58130.660,-33347.240,-36735.720,0.000
-35437.630,-54430.490,-33882.210,-62137.490,-34066.820,-58151.860,-33358.130,-36749.720,0.000
-35416.080,-54396.650,-33859.720,-62096.480,-34046.790,-58113.760,-33336.710,-36728.210,0.000
-35404.250,-54377.660,-33847.320,-62073.270,-34037.020,-58093.370,-33326.430,-36718.750,0.000
-35429.670,-54416.110,-33870.570,-62114.910,-34063.050,-58134.100,-33351.860,-36749.090,0.000
-35461.180,-54463.390,-33899.030,-62166.310,-34094.320,-58184.350,-33382.350,-36786.950,0.000
-35449.960,-54445.770,-33886.510,-62142.770,-34084.360,-58164.820,-33373.040,-36780.330,0.000
-35395.250,-54361.020,-33832.020,-62043.890,-34033.290,-58073.590,-33325.850,-36728.370,0.000
-35346.530,-54285.090,-33783.580,-61958.220,-33987.800,-57991.250,-33285.040,-36681.300,0.000
-35336.170,-54268.460,-33772.160,-61940.670,-33978.260,-57973.820,-33277.100,-36671.890,0.000
-35337.860,-54271.110,-33771.960,-61940.800,-33979.210,-57977.220,-33275.870,-36672.020,0.000
-35303.630,-54219.050,-33737.010,-61873.560,-33945.020,-57920.190,-33239.480,-36632.340,0.000
-35229.950,-54104.890,-33663.390,-61734.530,-33873.110,-57796.960,-33168.350,-36552.310,0.000
-35163.240,-54000.920,-33596.440,-61608.610,-33807.820,-57683.420,-33105.070,-36481.400,0.000
-35132.500,-53952.260,-33564.080,-61549.160,-33777.620,-57629.570,-33076.960,-36450.390,0.000
-35109.670,-53915.290,-33539.020,-61506.430,-33755.860,-57590.030,-33057.630,-36428.960,0.000
-35048.790,-53819.770,-33477.290,-61397.370,-33697.390,-57487.360,-33001.570,-36366.820,0.000
-34947.960,-53661.940,-33376.330,-61216.360,-33599.820,-57319.300,-32906.010,-36260.950,0.000
-34852.950,-53513.580,-33280.800,-61045.110,-33507.300,-57162.460,-32814.360,-36159.520,0.000
-34793.480,-53420.630,-33219.680,-60937.130,-33449.460,-57066.110,-32756.680,-36096.350,0.000
-34744.280,-53341.890,-33168.580,-60846.960,-33401.610,-56986.590,-32709.660,-36044.720,0.000
-34662.450,-53211.070,-33086.930,-60698.300,-33321.340,-56849.950,-32631.970,-35956.720,0.000
-34546.370,-53027.410,-32973.130,-60487.610,-33207.990,-56653.620,-32522.790,-35831.160,0.000
-34436.180,-52855.980,-32866.250,-60287.710,-33101.270,-56466.950,-32419.520,-35713.380,0.000
-34355.900,-52733.490,-32788.650,-60143.540,-33024.380,-56332.090,-32344.470,-35631.320,0.000
-34283.160,-52623.060,-32718.000,-60015.430,-32955.240,-56212.360,-32276.380,-35560.160,0.000
-34181.070,-52467.320,-32619.710,-59837.070,-32858.760,-56047.570,-32180.630,-35459.810,0.000
-34047.350,-52261.760,-32491.470,-59602.040,-32733.130,-55832.300,-32055.710,-35327.150,0.000
-33917.130,-52060.640,-32366.770,-59370.760,-32610.160,-55619.330,-31933.240,-35194.840,0.000
-33813.580,-51899.640,-32266.970,-59184.290,-32510.830,-55447.000,-31834.580,-35085.390,0.000
-33719.340,-51753.290,-32175.390,-59013.040,-32419.180,-55291.180,-31744.660,-34982.330,0.000
-33601.800,-51573.790,-32061.820,-58801.270,-32305.630,-55100.770,-31635.550,-34855.360,0.000
-33456.630,-51352.500,-31921.820,-58542.630,-32167.660,-54868.190,-31505.200,-34705.320,0.000
-33312.190,-51132.590,-31783.630,-58288.800,-32032.510,-54637.740,-31377.980,-34562.150,0.000
-33188.550,-50945.140,-31666.520,-58074.110,-31918.330,-54440.040,-31269.750,-34442.390,0.000
-33072.710,-50768.610,-31556.690,-57872.560,-31810.630,-54249.320,-31165.670,-34328.610,0.000
-32937.420,-50560.390,-31427.230,-57635.730,-31681.770,-54019.640,-31038.220,-34191.370,0.000
-32778.730,-50314.320,-31273.650,-57356.630,-31528.370,-53750.040,-30883.940,-34026.110,0.000
-32622.180,-50072.240,-31121.670,-57079.270,-31375.640,-53486.770,-30728.240,-33857.890,0.000
-32484.860,-49860.770,-30988.230,-56833.270,-31241.320,-53259.100,-30591.690,-33707.810,0.000
-32354.470,-49659.450,-30861.490,-56598.280,-31114.290,-53045.270,-30465.370,-33566.840,0.000
-32208.720,-49434.090,-30720.500,-56336.350,-30972.330,-52805.570,-30326.140,-33410.880,0.000
-32044.200,-49177.990,-30561.310,-56041.010,-30811.840,-52532.430,-30168.620,-33235.340,0.000
-31879.340,-48920.190,-30402.070,-55745.670,-30650.510,-52255.540,-30008.820,-33059.460,0.000
-31726.250,-48680.980,-30254.160,-55472.510,-30500.950,-51998.320,-29859.950,-32897.580,0.000
-31576.150,-48447.730,-30108.680,-55206.660,-30355.740,-51749.480,-29716.350,-32741.470,0.000
-31413.110,-48196.580,-29951.210,-54921.450,-30200.000,-51482.910,-29564.210,-32576.280,0.000
-31235.030,-47922.410,-29779.440,-54611.550,-30031.300,-51193.570,-29401.270,-32400.380,0.000
-31057.670,-47648.610,-29608.490,-54301.970,-29862.660,-50903.430,-29238.470,-32223.790,0.000
-30892.490,-47392.260,-29448.990,-54010.730,-29704.770,-50630.790,-29085.760,-32054.740,0.000
-30732.870,-47143.460,-29294.440,-53725.930,-29551.790,-50364.280,-28937.670,-31887.840,0.000
-30564.320,-46882.290,-29131.690,-53424.440,-29389.330,-50080.680,-28778.300,-31709.250,0.000
-30383.290,-46603.320,-28956.700,-53100.800,-29213.970,-49779.530,-28603.540,-31516.060,0.000
-30200.930,-46323.350,-28780.250,-52774.880,-29036.020,-49478.800,-28425.980,-31320.040,0.000
-30024.780,-46052.190,-28609.470,-52460.950,-28863.410,-49187.000,-28256.790,-31131.530,0.000
-29850.810,-45782.320,-28440.650,-52152.210,-28693.420,-48897.490,-28092.490,-30948.070,0.000
-29670.020,-45502.480,-28266.160,-51832.980,-28517.640,-48597.980,-27921.740,-30759.940,0.000
-29479.070,-45208.210,-28082.150,-51496.970,-28332.640,-48283.770,-27741.560,-30563.420,0.000
-29284.820,-44909.700,-27895.410,-51156.950,-28144.700,-47965.240,-27559.790,-30364.200,0.000
-29093.180,-44615.590,-27711.800,-50823.550,-27960.110,-47652.920,-27382.380,-30167.800,0.000
-28903.960,-44325.490,-27530.530,-50494.240,-27778.140,-47345.400,-27206.010,-29972.540,0.000
-28712.980,-44033.690,-27347.540,-50160.250,-27593.970,-47034.530,-27025.370,-29773.360,0.000
-28517.000,-43733.710,-27159.070,-49816.330,-27405.340,-46715.660,-26841.040,-29569.550,0.000
-28318.960,-43430.690,-26968.610,-49469.940,-27215.340,-46393.930,-26656.410,-29365.030,0.000
-28121.650,-43129.830,-26779.220,-49127.050,-27027.070,-46075.860,-26473.660,-29163.200,0.000
-27924.280,-42829.700,-26589.930,-48785.390,-26840.020,-45759.710,-26292.400,-28962.640,0.000
-27724.610,-42527.200,-26398.900,-48439.770,-26651.360,-45438.850,-26109.370,-28759.600,0.000
-27522.010,-42218.810,-26204.830,-48087.180,-26459.930,-45111.790,-25922.990,-28554.210,0.000
-27319.740,-41909.660,-26011.410,-47733.800,-26267.920,-44783.240,-25734.870,-28348.600,0.000
-27119.080,-41604.500,-25820.280,-47382.930,-26076.900,-44455.340,-25546.960,-28143.010,0.000
-26918.840,-41302.020,-25629.960,-47032.690,-25886.770,-44128.320,-25359.780,-27936.950,0.000
-26717.840,-40998.600,-25439.250,-46681.560,-25696.200,-43801.840,-25172.230,-27730.300,0.000
-26514.740,-40688.510,-25245.580,-46326.390,-25502.980,-43472.310,-24982.850,-27521.860,0.000
-26311.320,-40374.040,-25050.410,-45969.070,-25307.150,-43139.110,-24790.960,-27309.920,0.000
-26109.880,-40060.730,-24856.270,-45611.930,-25111.010,-42805.780,-24597.880,-27096.200,0.000
-25911.090,-39750.960,-24664.520,-45256.680,-24916.690,-42473.460,-24405.870,-26884.460,0.000
-25713.150,-39443.530,-24474.520,-44903.880,-24723.690,-42140.810,-24214.920,-26674.950,0.000
-25512.290,-39133.000,-24282.310,-44548.680,-24529.710,-41805.550,-24023.030,-26464.840,0.000
-25307.920,-38818.370,-24087.870,-44190.290,-24333.670,-41463.390,-23829.170,-26252.820,0.000
-25100.940,-38498.890,-23891.600,-43829.110,-24135.650,-41115.290,-23634.690,-26039.650,0.000
-24892.930,-38176.790,-23694.190,-43466.400,-23937.540,-40772.780,-23440.840,-25826.450,0.000
-24686.200,-37858.930,-23498.110,-43104.680,-23740.950,-40440.050,-23246.790,-25612.970,0.000
-24480.470,-37544.730,-23302.050,-42741.370,-23544.630,-40107.670,-23051.810,-25397.050,0.000
-24275.110,-37231.860,-23105.950,-42376.270,-23347.930,-39770.410,-22856.970,-25177.950,0.000
-24069.750,-36917.070,-22909.800,-42010.050,-23151.160,-39430.040,-22663.760,-24958.690,0.000
-23865.090,-36598.450,-22713.480,-41645.000,-22954.360,-39088.320,-22471.220,-24743.740,0.000
-23662.380,-36279.560,-22518.610,-41285.450,-22758.040,-38746.270,-22278.540,-24534.670,0.000
-23460.210,-35960.870,-22323.970,-40928.880,-22562.110,-38405.360,-22086.680,-24328.360,0.000
-23256.240,-35642.180,-22128.130,-40570.390,-22364.840,-38065.730,-21892.910,-24119.340,0.000
